,date,1,2,3,4,5,6,7,8,9,10,11,12
416,2012-03-14,1882,947,627,478,415,297,270,235,213,194,3,5
417,2012-03-15,1883,947,627,478,416,297,270,235,213,194,3,5
418,2012-03-16,1882,947,627,478,416,297,270,235,213,194,3,5
419,2012-03-17,1870,945,623,476,413,296,269,233,212,194,3,5
420,2012-03-18,1870,945,623,476,413,296,269,233,212,194,3,5
421,2012-03-19,1889,960,636,480,417,301,272,234,217,197,3,5
422,2012-03-20,1890,962,637,481,418,301,273,234,217,197,3,5
423,2012-03-21,1893,961,639,481,418,302,273,234,217,197,3,5
424,2012-03-22,1893,962,639,481,418,302,273,234,217,197,3,5
425,2012-03-23,1892,962,639,481,418,302,273,234,217,197,3,5
426,2012-03-24,1882,959,639,477,418,300,272,232,217,195,3,5
427,2012-03-25,1882,959,639,477,418,300,272,232,217,195,3,5
428,2012-03-26,1918,980,651,484,426,303,278,234,222,196,4,5
429,2012-03-27,1921,982,653,485,426,303,278,234,223,196,4,5
430,2012-03-28,1924,981,653,485,426,303,278,234,223,196,4,5
431,2012-03-29,1924,981,653,485,426,304,278,234,223,196,4,5
432,2012-03-30,1924,981,653,485,426,304,278,234,223,196,4,5
433,2012-03-31,1914,978,646,483,423,300,275,234,220,193,4,5
434,2012-04-01,1914,978,646,483,423,300,275,234,220,193,4,5
435,2012-04-02,1947,994,656,487,426,304,283,236,222,197,4,5
436,2012-04-03,1950,996,656,487,427,305,283,237,222,198,4,5
437,2012-04-04,1952,998,658,487,428,305,285,237,222,198,4,5
438,2012-04-05,1954,998,658,487,429,305,285,237,222,197,4,5
439,2012-04-06,1954,998,658,487,429,305,285,237,222,197,4,5
440,2012-04-07,1954,998,658,487,429,305,285,237,222,197,4,5
441,2012-04-08,1954,998,658,487,429,305,285,237,222,197,4,5
442,2012-04-09,1980,1015,670,492,435,309,286,241,224,200,4,5
443,2012-04-10,1972,1010,668,491,433,308,285,242,223,199,4,5
444,2012-04-11,1972,1011,668,493,433,308,284,242,223,199,5,5
445,2012-04-12,1973,1011,668,493,433,308,284,242,223,199,5,5
446,2012-04-13,1973,1011,668,493,433,308,284,242,223,199,5,5
447,2012-04-14,1962,1010,665,489,430,306,281,241,223,198,5,5
448,2012-04-15,1962,1010,665,489,430,306,281,241,223,198,5,5
449,2012-04-16,1981,1025,672,494,434,309,285,243,229,204,5,5
450,2012-04-17,1986,1026,675,494,434,309,285,243,230,204,5,5
451,2012-04-18,1986,1026,675,494,434,309,285,242,231,204,5,5
452,2012-04-19,1987,1026,675,494,434,309,285,242,231,204,5,5
453,2012-04-20,1986,1026,675,494,434,309,285,242,231,204,5,5
454,2012-04-21,1975,1021,669,490,433,307,284,242,229,204,5,5
455,2012-04-22,1975,1021,669,490,433,307,284,242,229,204,5,5
456,2012-04-23,1992,1044,680,496,441,314,287,247,234,209,5,5
457,2012-04-24,1994,1047,681,497,441,314,288,247,234,209,5,5
458,2012-04-25,1996,1048,681,498,441,314,288,247,234,209,5,5
459,2012-04-26,1996,1049,681,499,441,314,288,247,234,209,5,5
460,2012-04-27,1996,1048,680,499,441,314,288,247,234,209,5,5
461,2012-04-28,1985,1046,678,499,439,309,285,242,232,209,5,5
462,2012-04-29,1985,1046,678,499,439,309,285,242,232,209,5,5
463,2012-04-30,2024,1064,691,502,446,315,289,244,238,209,5,5
464,2012-05-01,2030,1064,692,503,446,315,289,244,239,209,5,5
465,2012-05-02,2032,1065,692,503,447,315,289,244,238,209,5,5
466,2012-05-03,2033,1065,692,503,448,316,290,244,237,209,5,5
467,2012-05-04,2033,1064,692,502,448,316,290,244,237,209,5,5
468,2012-05-05,2024,1058,690,502,447,314,289,241,236,209,5,4
469,2012-05-06,2024,1058,690,502,447,314,289,241,236,209,5,4
470,2012-05-07,2058,1073,697,509,451,318,295,242,239,212,5,4
471,2012-05-08,2065,1074,698,510,451,318,296,242,239,212,5,4
472,2012-05-09,2066,1074,698,510,450,318,298,242,239,213,5,4
473,2012-05-10,2068,1074,698,511,450,318,298,242,239,213,5,4
474,2012-05-11,2068,1074,698,511,450,318,298,242,239,213,5,4
475,2012-05-12,2056,1071,690,507,447,315,297,241,237,213,5,4
476,2012-05-13,2056,1071,690,507,447,315,297,241,237,213,5,4
477,2012-05-14,2086,1083,703,513,457,323,302,243,240,216,5,4
478,2012-05-15,2088,1086,704,513,457,324,303,243,240,217,5,4
479,2012-05-16,2089,1087,705,514,458,326,303,244,240,217,5,4
480,2012-05-17,2090,1087,705,514,458,327,303,244,239,217,5,4
481,2012-05-18,2090,1087,705,514,458,327,303,244,239,217,5,4
482,2012-05-19,2082,1080,701,511,456,326,300,244,236,214,5,3
483,2012-05-20,2082,1080,701,511,456,326,300,244,236,214,5,3
484,2012-05-21,2111,1090,710,518,469,331,305,247,239,221,5,3
485,2012-05-22,2115,1090,710,518,469,331,307,247,240,221,5,3
486,2012-05-23,2116,1091,711,518,471,333,307,247,240,221,5,3
487,2012-05-24,2115,1092,711,518,471,333,307,247,240,221,5,3
488,2012-05-25,2115,1090,711,518,471,333,307,247,240,221,5,3
489,2012-05-26,2105,1086,705,515,466,330,305,247,239,221,5,3
490,2012-05-27,2105,1086,705,515,466,330,305,247,239,221,5,3
491,2012-05-28,2105,1086,705,515,466,330,305,247,239,221,5,3
492,2012-05-29,2133,1091,714,524,477,335,313,255,247,223,5,3
493,2012-05-30,2137,1093,714,525,477,335,313,255,247,223,5,3
494,2012-05-31,2137,1094,714,525,477,336,313,255,247,223,5,3
495,2012-06-01,2137,1093,714,525,477,336,312,255,247,223,5,3
496,2012-06-02,2122,1089,714,525,475,333,310,255,245,220,5,3
497,2012-06-03,2122,1089,714,525,475,333,310,255,245,220,5,3
498,2012-06-04,2160,1102,726,528,477,337,313,260,248,220,5,3
499,2012-06-05,2166,1103,726,530,478,337,315,261,248,220,5,3
500,2012-06-06,2168,1103,727,531,481,337,316,261,248,220,5,3
501,2012-06-07,2169,1103,727,532,481,337,316,261,248,220,5,3
502,2012-06-08,2169,1102,727,532,481,337,316,261,248,220,5,3
503,2012-06-09,2160,1096,724,532,480,335,315,260,244,218,5,3
504,2012-06-10,2160,1096,724,532,480,335,315,260,244,218,5,3
505,2012-06-11,2192,1108,731,538,481,337,318,263,247,220,5,3
506,2012-06-12,2195,1111,731,538,482,337,318,263,248,220,5,3
507,2012-06-13,2195,1111,732,538,482,337,318,263,248,220,5,3
508,2012-06-14,2195,1111,733,538,482,336,319,263,248,220,5,3
509,2012-06-15,2194,1111,733,538,482,336,319,263,248,220,5,3
510,2012-06-16,2189,1106,731,536,479,336,318,261,246,220,5,3
511,2012-06-17,2189,1106,731,536,479,336,318,261,246,220,5,3
512,2012-06-18,2221,1125,738,546,486,338,325,266,249,222,6,3
513,2012-06-19,2224,1125,738,547,486,338,325,266,250,222,6,3
514,2012-06-20,2224,1126,738,549,486,338,325,267,251,222,6,3
515,2012-06-21,2224,1126,738,549,486,338,327,267,251,222,6,3
516,2012-06-22,2224,1126,738,549,486,338,327,267,251,222,6,3
517,2012-06-23,2208,1122,735,543,486,337,325,267,250,221,6,3
518,2012-06-24,2208,1122,735,543,486,337,325,267,250,221,6,3
519,2012-06-25,2230,1138,745,549,491,340,327,267,250,222,6,3
520,2012-06-26,2229,1139,745,550,491,340,327,267,250,222,6,3
521,2012-06-27,2234,1139,746,552,492,340,328,267,250,222,6,3
522,2012-06-28,2234,1139,746,552,492,340,328,267,250,222,6,3
523,2012-06-29,2233,1138,746,552,491,340,328,267,250,222,6,3
524,2012-06-30,2219,1132,739,546,489,340,328,266,249,221,6,3
525,2012-07-01,2219,1132,739,546,489,340,328,266,249,221,6,3
526,2012-07-02,2256,1142,754,558,494,344,332,266,252,224,6,4
527,2012-07-03,2256,1143,755,558,495,345,333,267,252,225,6,4
528,2012-07-04,2256,1142,755,558,495,345,333,267,252,225,6,4
529,2012-07-05,2262,1144,757,559,496,345,334,267,252,226,6,4
530,2012-07-06,2262,1144,756,559,496,345,335,267,252,226,6,4
531,2012-07-07,2255,1140,752,555,495,344,333,266,252,226,6,4
532,2012-07-08,2255,1140,752,555,495,344,333,266,252,226,6,4
533,2012-07-09,2289,1154,762,561,504,348,335,268,256,229,6,4
534,2012-07-10,2291,1155,763,561,504,349,337,268,256,230,6,4
535,2012-07-11,2292,1156,764,562,504,349,337,268,256,231,6,4
536,2012-07-12,2291,1157,764,562,504,349,338,269,256,231,6,4
537,2012-07-13,2291,1157,764,562,504,349,338,269,256,231,6,4
538,2012-07-14,2277,1151,760,554,502,348,335,268,254,228,6,4
539,2012-07-15,2277,1151,760,554,502,348,335,268,254,228,6,4
540,2012-07-16,2300,1166,768,559,504,352,338,272,259,233,6,4
541,2012-07-17,2301,1167,769,559,505,352,338,272,259,233,6,4
542,2012-07-18,2301,1167,769,560,505,352,338,272,259,233,6,4
543,2012-07-19,2302,1167,769,561,505,352,338,272,259,233,6,4
544,2012-07-20,2301,1167,769,561,504,352,338,272,259,233,6,4
545,2012-07-21,2288,1157,765,559,501,352,338,271,257,232,6,4
546,2012-07-22,2288,1157,765,559,501,352,338,271,257,232,6,4
547,2012-07-23,2315,1181,771,564,507,354,341,273,257,235,6,4
548,2012-07-24,2318,1183,772,564,507,355,344,273,257,235,6,4
549,2012-07-25,2318,1184,772,564,507,355,345,274,258,235,6,4
550,2012-07-26,2320,1184,772,564,507,354,345,274,258,235,6,4
551,2012-07-27,2320,1184,772,564,507,354,345,274,258,235,6,4
552,2012-07-28,2306,1180,766,563,502,351,345,273,257,234,6,4
553,2012-07-29,2306,1180,766,563,502,351,345,273,257,234,6,4
554,2012-07-30,2335,1196,773,572,505,354,351,278,260,236,6,4
555,2012-07-31,2338,1199,775,572,507,354,352,277,261,237,6,4
556,2012-08-01,2341,1199,776,573,507,353,352,277,261,237,6,4
557,2012-08-02,2342,1200,776,573,507,353,352,277,261,237,6,4
558,2012-08-03,2342,1200,776,573,507,353,352,277,261,237,6,4
559,2012-08-04,2328,1195,772,571,505,350,349,276,260,237,6,4
560,2012-08-05,2328,1195,772,571,505,350,349,276,260,237,6,4
561,2012-08-06,2355,1207,785,577,512,351,353,279,265,242,6,4
562,2012-08-07,2357,1208,785,578,514,353,354,279,265,243,6,4
563,2012-08-08,2357,1208,785,579,513,353,354,280,265,243,6,4
564,2012-08-09,2361,1209,785,579,513,353,354,280,265,243,6,4
565,2012-08-10,2361,1208,785,579,512,353,354,280,265,243,6,4
566,2012-08-11,2354,1202,776,572,508,352,354,280,265,240,6,4
567,2012-08-12,2354,1202,776,572,508,352,354,280,265,240,6,4
568,2012-08-13,2389,1220,780,578,511,355,360,280,268,242,7,4
569,2012-08-14,2397,1220,781,578,512,355,361,280,268,243,7,4
570,2012-08-15,2398,1221,781,578,512,356,361,280,268,243,7,4
571,2012-08-16,2398,1221,781,580,512,356,361,280,268,243,7,4
572,2012-08-17,2398,1221,780,579,512,356,361,280,268,243,7,4
573,2012-08-18,2384,1214,775,576,510,356,361,280,268,240,7,4
574,2012-08-19,2384,1214,775,576,510,356,361,280,268,240,7,4
575,2012-08-20,2405,1231,784,582,515,356,362,284,270,243,7,4
576,2012-08-21,2409,1231,788,582,515,358,362,284,270,243,7,4
577,2012-08-22,2410,1233,789,583,516,358,363,285,271,243,7,4
578,2012-08-23,2411,1236,789,583,516,358,363,285,271,243,7,4
579,2012-08-24,2411,1236,789,583,516,358,363,285,270,243,7,4
580,2012-08-25,2407,1224,787,580,515,356,362,284,270,240,7,4
581,2012-08-26,2407,1224,787,580,515,356,362,284,270,240,7,4
582,2012-08-27,2430,1238,796,588,521,359,368,286,272,243,7,4
583,2012-08-28,2433,1238,797,588,521,360,368,288,273,243,7,4
584,2012-08-29,2435,1240,796,588,521,361,369,288,273,243,7,4
585,2012-08-30,2435,1242,795,588,521,362,369,288,273,243,7,4
586,2012-08-31,2434,1242,795,588,521,362,369,288,273,243,7,4
587,2012-09-01,2418,1239,793,586,516,362,369,285,269,242,7,4
588,2012-09-02,2418,1239,793,586,516,362,369,285,269,242,7,4
589,2012-09-03,2418,1239,793,586,516,362,369,285,269,242,7,4
590,2012-09-04,2438,1252,800,594,523,368,376,292,272,243,7,4
591,2012-09-05,2439,1252,800,593,523,370,376,292,272,243,7,4
592,2012-09-06,2440,1252,800,593,523,370,376,292,272,243,7,4
593,2012-09-07,2439,1252,800,593,523,370,376,292,272,243,7,4
594,2012-09-08,2427,1243,796,589,520,369,375,290,272,242,7,4
595,2012-09-09,2427,1243,796,589,520,369,375,290,272,242,7,4
596,2012-09-10,2457,1255,799,594,526,373,379,296,276,245,7,4
597,2012-09-11,2462,1257,799,594,526,373,380,295,276,245,7,4
598,2012-09-12,2464,1257,799,594,527,373,380,295,276,245,7,4
599,2012-09-13,2465,1257,799,595,527,373,380,295,276,245,7,4
600,2012-09-14,2465,1255,799,595,527,373,380,295,276,245,7,4
601,2012-09-15,2448,1251,796,592,526,371,378,295,275,243,7,4
602,2012-09-16,2448,1251,796,592,526,371,378,295,275,243,7,4
603,2012-09-17,2473,1267,803,594,534,374,382,298,278,247,7,4
604,2012-09-18,2475,1269,804,596,535,374,382,298,278,247,7,4
605,2012-09-19,2475,1270,805,597,535,374,382,298,278,248,7,4
606,2012-09-20,2475,1271,805,597,536,374,382,298,278,248,7,4
607,2012-09-21,2475,1271,805,596,536,374,382,298,278,248,7,4
608,2012-09-22,2467,1270,802,590,534,370,378,297,278,247,7,4
609,2012-09-23,2467,1270,802,590,534,370,378,297,278,247,7,4
610,2012-09-24,2489,1280,810,592,542,375,380,301,279,248,7,4
611,2012-09-25,2491,1282,811,593,544,376,380,303,279,249,7,4
612,2012-09-26,2493,1284,811,593,544,377,379,303,279,249,7,4
613,2012-09-27,2493,1284,811,593,544,378,380,303,280,249,7,4
614,2012-09-28,2493,1284,811,593,544,378,380,302,280,249,7,4
615,2012-09-29,2478,1277,807,590,544,374,379,301,279,249,7,4
616,2012-09-30,2478,1277,807,590,544,374,379,301,279,249,7,4
617,2012-10-01,2508,1283,814,594,553,378,384,302,281,253,7,4
618,2012-10-02,2510,1285,814,594,553,378,384,303,281,254,7,4
619,2012-10-03,2513,1287,814,595,553,378,384,303,281,254,7,4
620,2012-10-04,2516,1287,814,595,556,378,384,304,281,254,7,4
621,2012-10-05,2515,1287,814,595,556,378,384,304,281,254,7,4
622,2012-10-06,2508,1287,811,592,554,376,381,304,278,252,7,4
623,2012-10-07,2508,1287,811,592,554,376,381,304,278,252,7,4
624,2012-10-08,2544,1303,817,603,558,382,386,306,282,255,7,4
625,2012-10-09,2547,1303,819,603,558,382,385,306,282,255,7,4
626,2012-10-10,2552,1304,820,603,558,382,386,307,283,255,7,4
627,2012-10-11,2551,1304,822,603,558,382,385,307,283,255,7,4
628,2012-10-12,2551,1304,822,603,558,382,385,307,283,255,7,4
629,2012-10-13,2539,1296,820,602,558,380,384,297,281,255,7,4
630,2012-10-14,2539,1296,820,602,558,380,384,297,281,255,7,4
631,2012-10-15,2571,1305,831,608,566,383,390,303,286,257,7,4
632,2012-10-16,2574,1306,831,608,566,383,391,305,286,258,7,4
633,2012-10-17,2576,1308,832,608,566,383,392,305,286,258,7,4
634,2012-10-18,2577,1308,832,608,566,383,392,305,286,258,7,4
635,2012-10-19,2576,1308,831,608,566,383,392,305,285,257,7,4
636,2012-10-20,2565,1298,826,605,561,380,390,304,285,255,7,4
637,2012-10-21,2565,1298,826,605,561,380,390,304,285,255,7,4
638,2012-10-22,2583,1309,837,621,563,384,397,308,287,256,7,4
639,2012-10-23,2590,1310,837,621,565,384,398,309,288,256,7,4
640,2012-10-24,2592,1311,837,621,565,385,398,309,288,256,7,4
641,2012-10-25,2593,1310,837,621,565,386,398,309,288,256,7,4
642,2012-10-26,2592,1310,837,621,565,386,398,308,288,256,7,4
643,2012-10-27,2580,1303,832,615,561,383,394,305,285,256,7,4
644,2012-10-28,2580,1303,832,615,561,383,394,305,285,256,7,4
645,2012-10-29,2609,1316,838,625,566,384,400,310,286,258,7,4
646,2012-10-30,2610,1319,840,626,567,384,400,310,286,259,7,4
647,2012-10-31,2613,1319,840,627,569,385,400,310,286,259,7,4
648,2012-11-01,2614,1319,840,627,569,385,400,310,286,260,7,4
649,2012-11-02,2613,1319,840,627,569,385,400,310,286,260,7,4
650,2012-11-03,2598,1314,835,620,566,382,396,309,284,258,7,4
651,2012-11-04,2598,1314,835,620,566,382,396,309,284,258,7,4
652,2012-11-05,2624,1322,845,628,573,387,400,311,286,259,7,4
653,2012-11-06,2630,1323,845,630,573,387,400,312,287,259,7,4
654,2012-11-07,2633,1323,845,630,574,387,400,312,287,259,7,4
655,2012-11-08,2632,1323,845,630,574,387,400,312,287,259,7,4
656,2012-11-09,2632,1323,845,630,574,387,400,312,287,259,7,4
657,2012-11-10,2614,1314,837,628,574,384,396,309,287,257,7,4
658,2012-11-11,2614,1314,837,628,574,384,396,309,287,257,7,4
659,2012-11-12,2635,1324,841,632,580,386,405,316,291,260,7,5
660,2012-11-13,2639,1326,841,632,580,386,406,316,292,260,7,5
661,2012-11-14,2643,1328,844,631,581,388,407,316,292,260,7,5
662,2012-11-15,2643,1330,843,631,581,389,407,316,292,260,7,5
663,2012-11-16,2643,1330,843,631,581,389,407,316,292,259,7,5
664,2012-11-17,2631,1325,838,624,580,388,406,313,289,259,7,5
665,2012-11-18,2631,1325,838,624,580,388,406,313,289,259,7,5
666,2012-11-19,2665,1334,845,631,583,394,412,317,290,260,7,5
667,2012-11-20,2668,1335,847,631,583,395,412,317,290,261,7,5
668,2012-11-21,2674,1336,847,631,584,395,412,317,290,263,7,5
669,2012-11-22,2673,1336,847,631,584,395,412,317,289,263,7,5
670,2012-11-23,2673,1336,847,631,584,396,412,317,290,263,7,5
671,2012-11-24,2662,1330,843,629,582,392,412,316,288,260,7,5
672,2012-11-25,2662,1330,843,629,582,392,412,316,288,260,7,5
673,2012-11-26,2693,1347,848,640,586,400,415,321,292,263,7,6
674,2012-11-27,2695,1349,849,641,586,400,415,322,292,263,7,6
675,2012-11-28,2697,1349,849,641,587,401,416,322,293,264,7,6
676,2012-11-29,2701,1349,850,641,588,401,416,322,293,265,7,6
677,2012-11-30,2700,1349,850,641,588,401,416,322,293,265,7,6
678,2012-12-01,2683,1338,844,640,584,401,415,320,293,264,7,6
679,2012-12-02,2683,1338,844,640,584,401,415,320,293,264,7,6
680,2012-12-03,2711,1353,852,648,589,406,416,321,296,264,7,6
681,2012-12-04,2712,1353,853,648,589,406,416,321,297,264,7,6
682,2012-12-05,2714,1352,854,648,589,406,416,321,298,264,7,6
683,2012-12-06,2714,1352,854,649,589,406,416,321,298,264,7,7
684,2012-12-07,2713,1352,854,649,589,406,416,321,298,264,7,7
685,2012-12-08,2701,1341,853,644,583,404,410,319,297,263,6,7
686,2012-12-09,2701,1341,853,644,583,404,410,319,297,263,6,7
687,2012-12-10,2726,1360,869,649,584,411,410,322,298,267,6,7
688,2012-12-11,2728,1361,869,650,584,412,410,322,299,267,6,7
689,2012-12-12,2731,1362,870,650,584,412,410,322,299,267,6,7
690,2012-12-13,2731,1363,870,650,584,411,410,322,299,267,6,7
691,2012-12-14,2731,1363,869,650,584,411,410,322,299,267,6,7
692,2012-12-15,2722,1358,867,646,582,411,409,321,294,265,6,7
693,2012-12-16,2722,1358,867,646,582,411,409,321,294,265,6,7
694,2012-12-17,2741,1370,877,652,588,416,412,325,298,267,6,7
695,2012-12-18,2748,1372,877,652,588,416,412,325,298,267,6,7
696,2012-12-19,2748,1373,877,653,588,416,412,326,298,267,6,7
697,2012-12-20,2752,1373,878,653,588,416,411,326,298,268,6,7
698,2012-12-21,2752,1372,878,653,588,416,411,326,298,268,6,7
699,2012-12-22,2733,1366,875,649,585,413,409,324,297,268,6,7
700,2012-12-23,2733,1366,875,649,585,413,409,324,297,268,6,7
701,2012-12-24,2760,1380,884,658,589,413,411,327,299,269,6,7
702,2012-12-25,2760,1380,884,658,589,413,411,327,299,269,6,7
703,2012-12-26,2768,1384,885,659,590,415,411,327,301,269,6,7
704,2012-12-27,2770,1382,886,659,590,414,411,327,301,269,6,7
705,2012-12-28,2770,1382,886,659,590,414,411,326,301,269,6,7
706,2012-12-29,2761,1377,881,654,587,412,411,323,297,265,6,7
707,2012-12-30,2761,1377,881,654,587,412,411,323,297,265,6,7
708,2012-12-31,2795,1392,890,660,595,415,419,327,301,268,6,7
709,2013-01-01,2795,1392,890,660,595,415,419,327,301,268,6,7
710,2013-01-02,2800,1394,894,663,597,417,421,327,301,268,6,7
711,2013-01-03,2799,1395,892,663,597,417,421,327,301,268,6,7
712,2013-01-04,2799,1395,892,663,597,417,421,327,300,268,6,7
713,2013-01-05,2785,1389,888,658,595,415,420,324,300,266,6,7
714,2013-01-06,2785,1389,888,658,595,415,420,324,300,266,6,7
715,2013-01-07,2817,1405,897,670,601,417,426,327,305,269,6,7
716,2013-01-08,2819,1406,899,671,601,417,426,327,305,269,6,7
717,2013-01-09,2819,1407,899,671,601,417,426,329,305,269,6,7
718,2013-01-10,2821,1406,899,670,601,417,426,329,305,269,6,7
719,2013-01-11,2821,1405,899,670,600,417,426,329,305,269,6,7
720,2013-01-12,2805,1394,895,667,595,415,426,328,305,267,6,7
721,2013-01-13,2805,1394,895,667,595,415,426,328,305,267,6,7
722,2013-01-14,2834,1409,902,671,600,418,430,334,310,270,6,7
723,2013-01-15,2835,1411,902,672,600,418,430,336,310,270,7,7
724,2013-01-16,2837,1411,901,672,600,417,430,336,310,270,7,7
725,2013-01-17,2837,1410,900,671,600,416,430,336,310,270,7,7
726,2013-01-18,2835,1409,900,671,600,416,430,336,310,270,7,7
727,2013-01-19,2819,1400,892,663,592,414,427,334,306,269,7,7
728,2013-01-20,2819,1400,892,663,592,414,427,334,306,269,7,7
729,2013-01-21,2819,1400,892,663,592,414,427,334,306,269,7,7
730,2013-01-22,2856,1419,898,667,598,422,431,337,311,272,7,7
731,2013-01-23,2856,1421,898,667,598,422,431,337,311,272,7,7
732,2013-01-24,2856,1421,899,666,597,422,431,337,312,271,7,7
733,2013-01-25,2856,1420,899,666,597,422,431,337,312,271,7,7
734,2013-01-26,2842,1411,897,661,593,421,429,337,309,269,7,7
735,2013-01-27,2842,1411,897,661,593,421,429,337,309,269,7,7
736,2013-01-28,2865,1428,901,670,596,426,436,339,313,273,7,7
737,2013-01-29,2865,1428,901,671,596,426,437,338,313,274,7,7
738,2013-01-30,2868,1428,901,671,596,428,437,338,313,274,7,7
739,2013-01-31,2870,1428,902,671,596,428,438,338,313,274,7,7
740,2013-02-01,2869,1427,901,671,596,428,437,338,313,274,7,7
741,2013-02-02,2857,1419,895,664,596,425,434,336,312,274,7,7
742,2013-02-03,2857,1419,895,664,596,425,434,336,312,274,7,7
743,2013-02-04,2888,1430,906,670,599,427,437,337,314,274,7,7
744,2013-02-05,2890,1433,906,670,600,428,439,338,314,274,8,7
745,2013-02-06,2892,1434,907,670,600,428,440,339,314,274,8,7
746,2013-02-07,2892,1435,907,670,601,428,440,339,314,274,8,7
747,2013-02-08,2891,1435,906,670,601,428,440,339,314,274,8,7
748,2013-02-09,2877,1425,896,666,597,424,438,337,312,274,8,7
749,2013-02-10,2877,1425,896,666,597,424,438,337,312,274,8,7
750,2013-02-11,2898,1443,908,674,604,432,442,339,316,280,8,7
751,2013-02-12,2903,1445,908,674,604,432,442,339,316,280,8,7
752,2013-02-13,2906,1446,909,675,604,432,443,339,317,280,8,7
753,2013-02-14,2905,1448,909,675,604,432,443,339,318,280,8,7
754,2013-02-15,2905,1448,909,675,604,432,443,339,318,280,8,7
755,2013-02-16,2888,1441,907,670,597,431,443,333,315,276,8,7
756,2013-02-17,2888,1441,907,670,597,431,443,333,315,276,8,7
757,2013-02-18,2888,1441,907,670,597,431,443,333,315,276,8,7
758,2013-02-19,2909,1456,915,680,600,440,445,334,316,282,8,7
759,2013-02-20,2911,1458,915,680,601,440,445,334,316,282,8,7
760,2013-02-21,2912,1458,915,680,601,440,445,335,316,282,8,7
761,2013-02-22,2912,1458,915,680,601,440,445,335,316,282,8,7
762,2013-02-23,2897,1449,905,678,595,438,444,334,316,281,8,7
763,2013-02-24,2897,1449,905,678,595,438,444,334,316,281,8,7
764,2013-02-25,2926,1461,915,686,603,444,448,338,318,282,9,7
765,2013-02-26,2930,1461,916,686,604,446,448,338,318,284,9,7
766,2013-02-27,2930,1460,916,688,604,446,448,338,318,284,9,7
767,2013-02-28,2932,1461,917,688,604,446,448,338,318,285,9,7
768,2013-03-01,2933,1461,917,688,604,446,448,338,318,285,9,7
769,2013-03-02,2914,1452,906,683,595,443,447,335,318,283,9,7
770,2013-03-03,2914,1452,906,683,595,443,447,335,318,283,9,7
771,2013-03-04,2938,1468,912,692,603,447,450,339,320,284,10,8
772,2013-03-05,2944,1469,912,692,603,447,451,339,320,285,10,8
773,2013-03-06,2944,1470,912,692,603,447,452,339,320,286,10,8
774,2013-03-07,2946,1470,911,692,603,447,452,339,320,286,10,8
775,2013-03-08,2946,1469,911,692,603,447,452,339,320,286,10,8
776,2013-03-09,2929,1461,903,688,598,442,451,337,314,283,10,8
777,2013-03-10,2929,1461,903,688,598,442,451,337,314,283,10,8
778,2013-03-11,2955,1479,910,697,601,445,454,339,316,286,10,9
779,2013-03-12,2959,1481,911,698,601,445,454,339,316,287,10,9
780,2013-03-13,2962,1483,912,698,600,446,454,340,317,287,10,9
781,2013-03-14,2961,1484,915,698,600,446,454,340,316,288,10,9
782,2013-03-15,2961,1484,915,698,600,445,454,340,316,288,10,9
783,2013-03-16,2938,1474,908,690,597,441,454,338,314,285,10,9
784,2013-03-17,2938,1474,908,690,597,441,454,338,314,285,10,9
785,2013-03-18,2967,1490,918,696,599,447,458,343,316,287,10,9
786,2013-03-19,2969,1492,919,699,600,447,459,344,316,287,10,9
787,2013-03-20,2972,1491,919,699,601,447,459,344,317,287,10,9
788,2013-03-21,2970,1491,920,699,601,447,459,344,317,287,10,9
789,2013-03-22,2970,1491,920,699,601,447,459,344,317,287,10,9
790,2013-03-23,2954,1483,913,696,600,446,458,343,313,287,10,9
791,2013-03-24,2954,1483,913,696,600,446,458,343,313,287,10,9
792,2013-03-25,2987,1499,917,701,606,451,464,347,315,291,10,9
793,2013-03-26,2987,1499,920,701,606,451,464,348,316,291,10,9
794,2013-03-27,2991,1501,922,701,608,452,464,349,315,292,10,9
795,2013-03-28,2991,1501,922,701,608,454,464,349,315,291,10,9
796,2013-03-29,2991,1501,921,701,607,454,464,349,315,291,10,9
797,2013-03-30,2991,1501,921,701,607,454,464,349,315,291,10,9
798,2013-03-31,2991,1501,921,701,607,454,464,349,315,291,10,9
799,2013-04-01,3021,1518,929,707,611,458,467,352,322,293,10,9
800,2013-04-02,3011,1510,925,702,609,452,466,348,322,292,10,9
801,2013-04-03,3012,1509,925,703,609,452,466,348,322,292,10,9
802,2013-04-04,3013,1509,925,703,610,452,467,348,322,292,10,9
803,2013-04-05,3013,1509,925,702,610,452,467,349,322,292,10,9
804,2013-04-06,2989,1499,919,700,606,448,464,349,318,291,10,8
805,2013-04-07,2989,1499,919,700,606,448,464,349,318,291,10,8
806,2013-04-08,3024,1512,927,705,609,452,468,353,318,292,10,8
807,2013-04-09,3028,1513,929,706,610,452,468,355,318,293,10,8
808,2013-04-10,3029,1513,931,706,611,452,469,355,318,293,10,8
809,2013-04-11,3030,1513,931,706,611,452,469,355,318,293,10,8
810,2013-04-12,3030,1513,930,706,610,451,469,355,318,293,10,8
811,2013-04-13,3008,1503,927,700,607,447,463,352,318,290,10,8
812,2013-04-14,3008,1503,927,700,607,447,463,352,318,290,10,8
813,2013-04-15,3039,1511,935,703,619,451,466,357,322,292,10,9
814,2013-04-16,3043,1512,935,703,619,452,466,357,322,292,10,9
